SKU HALEON;CADENA;SUBCADENA;SKU HOLDING;DESCRIPCIÓN CADENA;PRECIO NORMAL;PRECIO OFERTA;DESCUENTO;TIPO
700661125;SALCOBRAND;Salcobrand;5986753;Etiquet Desodorante en Crema 60g; $5.499 ;;;Farmacia / Perfumería
700661143;SALCOBRAND;Salcobrand;5983608;Etiquet Desodorante en Crema 60g; $5.799 ; $4.490 ;;Farmacia / Perfumería
700661141;SALCOBRAND;Salcobrand;5983604;Etiquet Desodorante en Crema 100g; $8.699 ;;;Farmacia / Perfumería
700661133;SALCOBRAND;Salcobrand;5983044;Desodorante Roll-On Antitranspirante Floral ; $1.999 ;;;Farmacia / Perfumería
60000000107493;SALCOBRAND;Salcobrand;5980006;Pack de Desodorantes Roll-On Mujer Floral; $7.299 ;;;Farmacia / Perfumería
60000000125482;SALCOBRAND;Salcobrand;579405;Panadol Advance (R) Paracetamol 500mg 48 Comprimidos Recubiertos; $8.699 ; $7.655 ;;Farmacia / Perfumería
60000000125483;SALCOBRAND;Salcobrand;579404;Panadol Advance (R) Paracetamol 500mg 12 Comprimidos Recubiertos; $2.999 ; $2.639 ;;Farmacia / Perfumería
200641069;SALCOBRAND;Salcobrand;574992;Panadol Kids (B) Paracetamol 20 Comprimidos Masticables; $4.299 ; $3.783 ;;Farmacia / Perfumería
60000000126226;SALCOBRAND;Salcobrand;581367;Panadol Niños Paracetamol Jarabe 90ml; $12.599 ; $11.087 ;;Farmacia / Perfumería
60000000126228;SALCOBRAND;Salcobrand;581365;Panadol Niños Paracetamol Gotas 15ml; $4.299 ; $3.783 ;;Farmacia / Perfumería
F000018138;SALCOBRAND;Salcobrand;576424;Centrum Silver Multivitamínico 30 Comprimidos; $19.699 ; $14.774 ;;Farmacia / Perfumería
60000000129474;SALCOBRAND;Salcobrand;581845;Sensodyne Cepillo Repara & Protege Soft x3; $9.199 ; $5.979 ;;Farmacia / Perfumería
60000000129476;SALCOBRAND;Salcobrand;581846;Sensodyne Cepillo Complete Protection Soft x3; $9.199 ; $5.979 ;;Farmacia / Perfumería
60000000109051;SALCOBRAND;Salcobrand;5980026;Sensodyne Cepillo Sensitive Care x2; $7.999 ; $5.199 ;;Farmacia / Perfumería
60000000202429;SALCOBRAND;Salcobrand;585087;Sensodyne Cepillo Sensibilidad y Esmalte; $5.199 ; $3.379 ;;Farmacia / Perfumería
60000000109125;SALCOBRAND;Salcobrand;585086;Sensodyne Pro Esmalte Junior 129g; $4.499 ; $2.969 ;;Farmacia / Perfumería
60000000135996;SALCOBRAND;Salcobrand;584056;Sensodyne Protección Completa Blanqueador 90g; $6.499 ; $4.224 ;;Farmacia / Perfumería
60000000206281;SALCOBRAND;Salcobrand;588260;Sensodyne Protección Completa Antisarro 90g; $6.299 ; $4.094 ;;Farmacia / Perfumería
676628;SALCOBRAND;Salcobrand;5980031;Sensodyne Limpieza Profunda 90g; $6.699 ; $4.354 ;;Farmacia / Perfumería
F000018135;SALCOBRAND;Salcobrand;576425;Centrum Adultos Multivitamínico Frasco 30 Comprimidos; $13.599 ; $10.199 ;;Farmacia / Perfumería
60000000124502;SALCOBRAND;Salcobrand;577719;Sensodyne Limpieza Profunda 2 x 90g; $10.999 ; $7.149 ;;Farmacia / Perfumería
670023;SALCOBRAND;Salcobrand;5980015;Sensodyne Extra Fresh 90g; $6.599 ; $4.289 ;;Farmacia / Perfumería
60000000122861;SALCOBRAND;Salcobrand;575369;Sensodyne Sensibilidad y Encías 100g; $8.999 ; $5.849 ;;Farmacia / Perfumería
60000000138198;SALCOBRAND;Salcobrand;582298;Sensodyne Repara y Protege Blanqueador Mega 2x100g; $13.599 ; $8.839 ;;Farmacia / Perfumería
60000000124464;SALCOBRAND;Salcobrand;577114;Pack Pasta Dental Intense White 2x96 grm; $3.999 ; $1.999 ;;Farmacia / Perfumería
60000000122373;SALCOBRAND;Salcobrand;575368;Sensodyne Sensibilidad y Encías Blanqueador 100g; $8.999 ; $5.849 ;;Farmacia / Perfumería
60000000200796;SALCOBRAND;Salcobrand;585088;Sensodyne Sensibilidad & Esmalte Blanqueadora 100g; $7.699 ; $5.004 ;;Farmacia / Perfumería
60000000129041;SALCOBRAND;Salcobrand;5985000;Sensodyne Rápido Alivio 100g; $8.999 ; $5.849 ;;Farmacia / Perfumería
60000000207070;SALCOBRAND;Salcobrand;588259;Sensodyne Protección Completa Blanqueador 140g; $8.799 ; $5.719 ;;Farmacia / Perfumería
60000000207024;SALCOBRAND;Salcobrand;588293;Sensodyne Blanqueador Extra Fresh 140g; $8.799 ; $5.719 ;;Farmacia / Perfumería
60000000206516;SALCOBRAND;Salcobrand;588338;Anacin Max 8 Comprimidos Recubiertos; $2.799 ; $1.990 ;;Farmacia / Perfumería
60000000206509;SALCOBRAND;Salcobrand;588339;Anacin Max 32 Comprimidos Recubiertos; $7.499 ; $5.990 ;;Farmacia / Perfumería
60000000206515;SALCOBRAND;Salcobrand;588337;Anacin Clásico 8 Comprimidos Recubiertos; $2.199 ; $1.890 ;;Farmacia / Perfumería
60000000206499;SALCOBRAND;Salcobrand;588401;Anacin Clásico 32 Comprimidos Recubiertos; $6.399 ; $4.990 ;;Farmacia / Perfumería
60000000138191;SALCOBRAND;Salcobrand;582297;Sensodyne Sensibilidad y Encías Blanqueador Mega 2x100g; $13.599 ; $8.839 ;;Farmacia / Perfumería
60000000111809;SALCOBRAND;Salcobrand;5980027;Crema Dental Advanced 2 Unidades; $5.399 ;;;Farmacia / Perfumería
60000000130726;SALCOBRAND;Salcobrand;580892;Pack Aquafresh Triple Protection Sabor Menta 3 Unidades; $5.299 ;;;Farmacia / Perfumería
60000000200793;SALCOBRAND;Salcobrand;585089;Sensodyne Sensibilidad y Esmalte 100g; $7.699 ; $5.004 ;;Farmacia / Perfumería
60000000208753;SALCOBRAND;Salcobrand;588270;Pasta Dental Aquafresh White & Shine 75g 3 Unidades; $4.599 ;;;Farmacia / Perfumería
60000000123608;SALCOBRAND;Salcobrand;5980010;Aquafresh Pack Sabor Menta 158x2; $4.499 ; $3.690 ;;Farmacia / Perfumería
60000000109056;SALCOBRAND;Salcobrand;5980024;Sensodyne Cepillo Protección Completa x2; $8.399 ; $5.459 ;;Farmacia / Perfumería
60000000108950;SALCOBRAND;Salcobrand;5980025;Sensodyne Cepillo Repara y Protege x2; $8.399 ; $5.459 ;;Farmacia / Perfumería
60000000106510;SALCOBRAND;Salcobrand;5980028;Crema Dental Aquafresh Big Teeth; $3.999 ; $2.990 ;;Farmacia / Perfumería
60000000117498;SALCOBRAND;Salcobrand;5980033;Crema Dental Advance 9-12 Años 75ml; $3.999 ; $2.990 ;;Farmacia / Perfumería
60000000119954;SALCOBRAND;Salcobrand;5980037;Sensodyne Rápido Alivio Blanqueador 100g; $8.999 ; $5.849 ;;Farmacia / Perfumería
60000000130001;SALCOBRAND;Salcobrand;5980290;Sensodyne Repara y Protege 100g; $8.999 ; $5.849 ;;Farmacia / Perfumería
670003;SALCOBRAND;Salcobrand;5981745;Sensodyne Blanqueador Extra Fresh 90g; $6.999 ; $4.549 ;;Farmacia / Perfumería
60000000104527;SALCOBRAND;Salcobrand;5987072;Sensodyne Repara y Protege Blanqueador 100g; $8.999 ; $5.849 ;;Farmacia / Perfumería
60000000124612;SALCOBRAND;Salcobrand;5987116;Crema Dental Little Teeth ; $3.999 ; $2.990 ;;Farmacia / Perfumería
60000000026151;SALCOBRAND;Salcobrand;5987133;Cepillo Dental Little Teeth Suave 1 Unidad; $4.299 ; $2.990 ;;Farmacia / Perfumería
60000000022419;SALCOBRAND;Salcobrand;5987134;Cepillo Dental Aquafresh Big Teeth Suave 1 Unidad; $4.199 ; $2.981 ;;Farmacia / Perfumería
60000000026151;CENCOSUD;Santa Isabel;1580884;Cepillo de Dientes Aquafresh Little Teeth; $4.050 ; $3.000 ;;Supermercado
60000000106510;CENCOSUD;Santa Isabel;1733587;Pasta Dental Aquafresh Big Teeth 94 g; $3.390 ; $2.690 ;;Supermercado
60000000124612;CENCOSUD;Santa Isabel;1580883;Pasta Dental Aquafresh Little Teeth 63 g; $3.390 ; $2.690 ;;Supermercado
700661129;CENCOSUD;Santa Isabel;911631;Desodorante Crema Etiquet Men Full Protect Antitranspirante 60 g; $5.290 ;;;Supermercado
700661143;CENCOSUD;Santa Isabel;274176;Desodorante Crema Etiquet Women Antitranspirante 60 g; $5.290 ;;;Supermercado
60000000041127;CENCOSUD;Santa Isabel;1580888;Desodorante Roll On Etiquet Pack Clásico 60 g 2 un.; $6.090 ;;;Supermercado
60000000104527;CENCOSUD;Santa Isabel;1467236;Pasta Dental Sensodyne R&P Whitening 100 g; $7.790 ;;;Supermercado
670003;CENCOSUD;Santa Isabel;996166;Pasta Dental Sensodyne 90 g; $5.690 ;;;Supermercado
670023;CENCOSUD;Santa Isabel;1672590;Pasta Dental Sensodyne Extra Fresh 90 g; $5.590 ;;;Supermercado
60000000014126;CENCOSUD;Santa Isabel;531319;Cepillo de Dientes Aquafresh Flex Cuello Flexible Suave 2 un.; $2.890 ;;;Supermercado
60000000022419;CENCOSUD;Santa Isabel;1580886;Cepillo de Dientes Aquafresh Big Teeth; $4.050 ; $3.000 ;;Supermercado
60000000122882;CENCOSUD;Santa Isabel;1845141;Pasta Dental Aquafresh Menta 95 g 2 un.; $2.350 ;;;Supermercado
60000000123608;CENCOSUD;Santa Isabel;1845140;Pasta Dental Aquafresh Menta 158 g 2 un.; $4.650 ;;;Supermercado
60000000130726;CENCOSUD;Santa Isabel;1878045;Pasta Dental Aquafresh Menta 378 g 3 un.; $4.690 ;;;Supermercado
60000000107493;CENCOSUD;Santa Isabel;1903987;Desodorante Roll On Etiquet Floral 60 g 2 un.; $6.090 ;;;Supermercado
60000000124464;CENCOSUD;Santa Isabel;1865653;Pasta Dental Aquafresh Intense White 96 g 2 un.; $2.350 ;;;Supermercado
60000000135996;CENCOSUD;Santa Isabel;1948541;Pasta Dental Sensodyne Comp Prot White 90 g; $6.190 ;;;Supermercado
60000000208753;CENCOSUD;Santa Isabel;1999376;Tripack Pasta Dental Aquafresh White & Shine 96 g; $3.390 ;;;Supermercado
60000000202377;CENCOSUD;Santa Isabel;2006539;Pasta Dental Aquafresh White & Shine 96.75 g; $1.050 ; $1.000 ;;Supermercado
60000000211972;CENCOSUD;Santa Isabel;2052693;Pasta Dental Aquafresh Sabor Menta 95 g 3 un.; $3.490 ;;;Supermercado
60000000211910;CENCOSUD;Santa Isabel;2052692;Pasta Dental Aquafresh Sabor Menta 95 g; $1.090 ;;;Supermercado
60000000026151;TOTTUS;Tottus;20265824;Cepillo Dental Little Teeth Aquafresh Suave (3-5 Años) 1 Un; $3.990 ; $2.990 ;;Supermercado
60000000106510;TOTTUS;Tottus;20377311;Crema Dental Aquafresh Big Teeth (6-8 Años) 94 g; $3.390 ; $1.990 ;;Supermercado
60000000111809;TOTTUS;Tottus;20388449;Pack Cremas Dentales Aquafresh Advanced 2 x 158 g; $5.450 ; $4.790 ;;Supermercado
60000000123608;TOTTUS;Tottus;20289296;Pack Cremas Dentales Aquafresh Sabor Menta 2 x 158 g; $4.490 ; $4.490 ;;Supermercado
60000000124612;TOTTUS;Tottus;20264047;Crema Dental Aquafresh Little Teeth 63 g; $3.390 ; $1.990 ;;Supermercado
700661129;TOTTUS;Tottus;20058110;Desodorante Crema Full Protección Hombre 60g; $5.090 ; $5.090 ;;Supermercado
60000000107493;TOTTUS;Tottus;20333488;Pack Desodorante Roll On Etiquet Mujer Floral 2 x 60 g; $5.950 ; $5.950 ;;Supermercado
700661221;TOTTUS;Tottus;20173439;Desodorante Roll On Etiquet Mujer Clásico 60 g; $3.590 ; $3.590 ;;Supermercado
60000000104527;TOTTUS;Tottus;20219964;Pasta de Dientes Repara &amp; $7.650 ; $5.990 ;;Supermercado
60000000129041;TOTTUS;Tottus;20280339;Pasta de Dientes Rápido Alivio Sensodyne 100 g; $7.550 ; $7.550 ;;Supermercado
60000000130001;TOTTUS;Tottus;20188754;Pasta de Dientes Repara &amp; $7.090 ; $5.990 ;;Supermercado
670003;TOTTUS;Tottus;20100283;Pasta de Dientes Blanqueador Extra Fresh Sensodyne 90 g; $5.390 ; $5.390 ;;Supermercado
670023;TOTTUS;Tottus;20351896;Pasta de Dientes Extra Fresh Sensodyne 90 g; $5.390 ; $5.390 ;;Supermercado
676628;TOTTUS;Tottus;20388448;Pasta de Dientes Limpieza Profunda Sensodyne 90 g; $6.650 ; $6.650 ;;Supermercado
60000000107724;TOTTUS;Tottus;20280338;Cepillo de Dientes Sensodyne Suave Multi Protección Un; $2.050 ; $2.050 ;;Supermercado
700661133;TOTTUS;Tottus;20164145;Desodorante Antitranspirante Roll On Etiquet Mujer Floral 60 g; $3.590 ; $1.990 ;;Supermercado
60000000014126;TOTTUS;Tottus;20007962;Pack Cepillos Dentales Flex Aquafresh Suave 2 Un; $2.790 ; $2.790 ;;Supermercado
60000000123975;TOTTUS;Tottus;20460732;Crema Dental Aquafresh Active White 160 g; $4.490 ; $4.490 ;;Supermercado
60000000041127;TOTTUS;Tottus;20273117;Pack Desodorante Roll On Etiquet Mujer Clásico 2 x 60 g; $6.150 ; $6.150 ;;Supermercado
60000000122896;TOTTUS;Tottus;20495820;PASTA SABOR MENTA 126G AQUAFRESH UND; $2.190 ; $2.190 ;;Supermercado
60000000130726;TOTTUS;Tottus;20547253;Pasta de Dientes sabor menta pack x3; $4.790 ; $3.790 ;;Supermercado
60000000122882;TOTTUS;Tottus;21044525;Pack Cremas Dentales Aquafresh Sabor Menta 2 x 95 g; $2.490 ; $2.390 ;;Supermercado
60000000129474;TOTTUS;Tottus;21044528;Cepillo de Dientes Sensodyne 3 Un; $7.990 ; $7.990 ;;Supermercado
60000000135996;TOTTUS;Tottus;21259139;Pasta de Dientes Protección Completa Sensodyne 90 g; $5.990 ; $3.790 ;;Supermercado
60000000022419;TOTTUS;Tottus;20264048;Cepillo Dental Big Teeth Aquafresh Suave (6-8 Años) 1 Un; $3.990 ; $2.990 ;;Supermercado
60000000109051;TOTTUS;Tottus;20361259;Pack Cepillos de Dientes Sensodyne Sensitive Care 2 Un; $6.390 ; $6.390 ;;Supermercado
60000000109056;TOTTUS;Tottus;21266201;Pack Cepillos Dentales Sensodyne Complete Protection Suave 2 Un; $6.750 ; $6.750 ;;Supermercado
60000000129476;TOTTUS;Tottus;21266202;Pack Cepillos Dentales Sensodyne Complete Protection Suave 3 Un; $8.050 ; $8.050 ;;Supermercado
60000000041126;TOTTUS;Tottus;20320713;Pack Desodorante Roll On Etiquet Hombre Original 2 x 60 g; $6.150 ; $6.150 ;;Supermercado
60000000109125;TOTTUS;Tottus;21288601;Pasta de Dientes Pro-Esmalte para Niños Sensodyne 129 g; $3.850 ; $3.850 ;;Supermercado
60000000200796;TOTTUS;Tottus;21288603;Pasta de Dientes Sensibilidad &amp; $7.150 ;;;Supermercado
60000000124464;TOTTUS;Tottus;21298824;Pack Cremas Dentales Aquafresh Intense White 2 x 96 g; $3.750 ; $3.750 ;;Supermercado
60000000136282;TOTTUS;Tottus;21309342;Multivitamínico Infantil Centrum Un; $14.990 ; $14.990 ;;Supermercado
60000000132799;TOTTUS;Tottus;21309340;Multivitamínico Hombre Centrum Un; $17.490 ; $17.490 ;;Supermercado
60000000132797;TOTTUS;Tottus;21309341;Multivitamínico Mujer Centrum Un; $17.490 ; $17.490 ;;Supermercado
60000000202377;TOTTUS;Tottus;21320560;Crema Denta Aquafresh White&amp; $1.000 ;;;Supermercado
700362044;TOTTUS;Tottus;20306835;Adhesivo Prótesis Dental Corega Sin Sabor 70 g; $18.590 ; $14.890 ;;Supermercado
60000000127633;TOTTUS;Tottus;21320630;Tableta Limpiadora Corega Pro Ortodoncia 30 Unidades; $7.790 ; $4.990 ;;Supermercado
60000000208753;TOTTUS;Tottus;80000834;Pack Pasta de Dientes Aquafresh White Shine Blanqueadora 3 x 96.7 g; $3.490 ; $3.490 ;;Supermercado
700661261;TOTTUS;Tottus;80004701;Desodorante Antitranspirante Roll On Etiquet Hombre Blue Ice 60 g; $2.000 ; $1.990 ;;Supermercado
676627;TOTTUS;Tottus;20078367;Pasta de Dientes Multi Protección Sensodyne 90 g; $3.879 ; $2.990 ;;Supermercado
60000000200825;TOTTUS;Tottus;80004728;Cepillo de Dientes Aquafresh Regular Medio UN; $1.110 ; $1.000 ;;Supermercado
60000000211972;TOTTUS;Tottus;80006591;Pack Pasta de Dientes Aquafresh Triple Protección Sabor Menta 3 x 95 g; $3.490 ; $3.490 ;;Supermercado
60000000211910;TOTTUS;Tottus;80006567;Pasta de Dientes Aquafresh Triple Protección Sabor Menta 95 g; $1.090 ; $1.000 ;;Supermercado
60000000026151;SMU;Unimarc;980964;Cepillo dental Aquafresh little teeth suave 1 un; $4.550 ; $4.000 ;;Supermercado
60000000014126;SMU;Unimarc;324538;Pack Cepillo dental Aquafresh flex suave 2 un; $3.150 ; $2.000 ;;Supermercado
60000000117120;SMU;Unimarc;642466;Pasta dental Aquafresh advance 158 g; $3.590 ; $3.000 ;;Supermercado
60000000119464;SMU;Unimarc;606542;Pasta dental Aquafresh soft mint 2 un de 95 g; $2.640 ; $2.250 ;;Supermercado
60000000130726;SMU;Unimarc;650823;Pack pasta dental Aquafresh triple protección sabor menta 3 un de 126 g; $5.190 ; $4.000 ;;Supermercado
60000000111697;SMU;Unimarc;650012;Pack pasta dental Aquafresh active white 2 un de 160 g; $6.850 ;;;Supermercado
60000000119346;SMU;Unimarc;642467;Pack pasta dental Aquafresh advance 2 un de 158 g; $5.190 ;;;Supermercado
60000000123608;SMU;Unimarc;585347;Pack Pasta Dental Aquafresh soft mint 2 un de 158 g; $4.850 ;;;Supermercado
700661143;SMU;Unimarc;14401;Desodorante Etiquet women clásico crema 60 g; $5.690 ; $4.750 ;;Supermercado
700661129;SMU;Unimarc;187016;Desodorante Etiquet men full protect crema 60 g; $5.690 ; $4.750 ;;Supermercado
700661221;SMU;Unimarc;614639;Desodorante roll on Etiquet clásico 60 g; $3.990 ;;;Supermercado
60000000107493;SMU;Unimarc;619006001;Pack Desodorante Etiquet floral roll on 2 un de 60 g; $6.850 ;;;Supermercado
60000000109051;SMU;Unimarc;639733;Cepillo dental Sensodyne sensitive care 2 un; $7.150 ;;;Supermercado
676628;SMU;Unimarc;638408;Pasta dental Sensodyne limpieza profunda 90 g; $6.590 ;;;Supermercado
670023;SMU;Unimarc;638407;Pasta dental Sensodyne extra fresh 90 g; $5.950 ; $4.000 ;;Supermercado
670003;SMU;Unimarc;340334;Pasta dental Sensodyne whitening extra fresh 90 g; $5.990 ; $4.150 ;;Supermercado
60000000104527;SMU;Unimarc;809328;Pasta dental Sensodyne repara y protege blanqueador 100 g; $7.890 ; $6.000 ;;Supermercado
60000000129041;SMU;Unimarc;563798;Pasta dental Sensodyne rapido alivio 100 g; $7.850 ;;;Supermercado
60000000130001;SMU;Unimarc;673856;Pasta dental Sensodyne repara y protege 100 g; $8.490 ;;;Supermercado
;Walmart;Lider;779464017132;Cepillo de Dientes Niños Baby Teeth 0-2 años Suave, 1 Un; $3.990 ; $2.890 ;;Supermercado
;Walmart;Lider;779464017134;Cepillo de Dientes Niños Big Teeth 6-8 años Suave, 1 Un; $3.990 ; $2.890 ;;Supermercado
;Walmart;Lider;779464017133;Cepillo de Dientes Niños Little Teeth 2-5 años Suave, 1 Un; $3.990 ; $2.890 ;;Supermercado
;Walmart;Lider;789601551617;Cepillo de Dientes Flex 2x1 Suave, 1 Un; $2.750 ; $1.990 ;;Supermercado
;Walmart;Lider;780490000063;Cepillo Suave Clean & Flex Pack, 3 Un; $3.390 ;;;Supermercado
;Walmart;Lider;780490000066;Pasta Dental Niños Big Teeth 6-8 años, 94 g; $3.390 ; $1.990 ;;Supermercado
;Walmart;Lider;505456304143;Pasta Dental Niños Advance Kids 9-12 años, 94 g; $3.390 ; $1.990 ;;Supermercado
;Walmart;Lider;780490000098;Pasta Dental White & Shine Pack 3 Un, g g; $3.890 ;;;Supermercado
;Walmart;Lider;780490000053;Pasta Dental Triple Protection Sabor Menta, 126 g; $1.290 ; $1.000 ;;Supermercado
;Walmart;Lider;780490000061;Pack Pasta Dental Niños Advance Kids 9-12 años, 2 Un de 94g c/u; $5.350 ;;;Supermercado
;Walmart;Lider;780490000055;Pasta dental triple protección Pack 2x 95g, 190 g; $2.390 ; $2.000 ;;Supermercado
;Walmart;Lider;780490000033;Pack Crema Dental Extra Fresh Mint 3x126g, 1 Un; $4.690 ;;;Supermercado
;Walmart;Lider;780490092046;Pack Crema Dental Extra Clean Whitening 2x158g, 1 Un; $7.490 ; $5.690 ;;Supermercado
;Walmart;Lider;780490000062;Pack Crema Dental Advanced Cavity 2x158g, 1 Un; $4.690 ;;;Supermercado
;Walmart;Lider;780490000056;Crema Dental Intense White CR, 129 g; $2.690 ;;;Supermercado
;Walmart;Lider;780490000059;Pack Crema Dental Intense White, 2 Un de 96g c/u; $2.350 ; $2.090 ;;Supermercado
;Walmart;Lider;779464017175;Crema Adhesiva para Prótesis Dentales Ultra, 70 g; $18.490 ;;;Supermercado
;Walmart;Lider;779464017273;Crema Adhesiva para Prótesis Dentales Máxima Fijación & Sellado, 70 g; $17.790 ;;;Supermercado
;Walmart;Lider;779464017324;Crema Adhesiva para Prótesis Dentales Máxima Fijación & Frescura, 70 g; $18.490 ;;;Supermercado
;Walmart;Lider;780490063245;Desodorante Crema Women Clásico, 60 g; $4.990 ; $3.550 ;;Supermercado
;Walmart;Lider;780490066753;Desodorante Crema Men Full Protect 60g, 60 g; $4.990 ; $3.550 ;;Supermercado
;Walmart;Lider;780490063239;Desodorante Crema Women Clásico 100g, 100 g; $7.190 ; $5.850 ;;Supermercado
;Walmart;Lider;779464017262;Desodorante Roll On Delicious, 60 g; $3.690 ; $2.000 ;;Supermercado
;Walmart;Lider;779464063050;Desodorante Roll On Men Sport, 60 g; $3.590 ; $2.000 ;;Supermercado
;Walmart;Lider;779464017261;Desodorante Roll On&nbsp; $3.490 ; $2.000 ;;Supermercado
;Walmart;Lider;780490061095;Desodorante Roll On&nbsp; $3.490 ; $2.000 ;;Supermercado
;Walmart;Lider;780490000004;Pack2 Desodorante Roll On Clasico, 120 g; $5.990 ; $3.990 ;;Supermercado
;Walmart;Lider;780490000003;Pack2 Desodorante Roll On Men, 120 g; $5.890 ; $3.990 ;;Supermercado
;Walmart;Lider;779464017158;Cepillo de Dientes Multiprotección, 1 Un; $2.000 ;;;Supermercado
;Walmart;Lider;779464017250;Cepillo de Dientes Limpieza Profunda Suave, 1 Un; $5.790 ;;;Supermercado
;Walmart;Lider;779464017237;Cepillo de Dientes Complete Protection Suave Pack, 2 Un; $6.590 ; $5.190 ;;Supermercado
;Walmart;Lider;779464017242;Cepillo de Dientes Sensitive Care Pack, 1 Un; $6.290 ; $4.690 ;;Supermercado
;Walmart;Lider;780490000038;Cepillo de Dientes Repara & Protege Suave, 3 Un; $7.890 ;;;Supermercado
;Walmart;Lider;780490000040;Cepillo de Dientes Complete Protection Suave, 3 Un; $7.990 ;;;Supermercado
;Walmart;Lider;780490000092;Cepillo Esmalte, 1 Un; $4.990 ;;;Supermercado
;Walmart;Lider;789601552773;Crema Dental Extra Fresh, 90 g; $5.290 ;;;Supermercado
;Walmart;Lider;789600941929;Pasta Dental Multi Protección, 90 g; $3.000 ;;;Supermercado
;Walmart;Lider;789601552004;Crema Dental Whitening Extra Fresh, 90 g; $5.290 ;;;Supermercado
;Walmart;Lider;750106506458;Pasta de Dientes Sensodyne Sensibilidad & Encías Blanqueadora, 100 g; $7.490 ; $5.990 ;;Supermercado
;Walmart;Lider;779464017072;Blanqueador Dental  Repara & Protege Whitening, 100 g; $6.890 ; $5.990 ;;Supermercado
;Walmart;Lider;779464017247;Crema Dental Rápido Alivio Blanqueador, 100 g; $7.490 ; $5.690 ;;Supermercado
;Walmart;Lider;779464017155;Crema Dental Rápido Alivio, 100 g; $6.890 ; $5.990 ;;Supermercado
;Walmart;Lider;779464017013;Crema Dental Repara & Protege, 100 g; $7.490 ; $5.990 ;;Supermercado
;Walmart;Lider;780490000090;Pasta Dental Repara y Protege Blanqueadora, 200 g; $12.290 ; $9.950 ;;Supermercado
;Walmart;Lider;789600949809;Pasta Dental Complete Protection  + Whitening 90 g, 90 g; $5.890 ;;;Supermercado
;Walmart;Lider;789600949858;Pasta Dental Sensibilidad y Esmalte Blanqueador, 100 g; $6.990 ; $4.000 ;;Supermercado
;Walmart;Lider;789600949879;Pasta Dental Protección Completa + antisarro, g L; $4.490 ;;;Supermercado
